# Export of ACLAME MGEs. Version 0.4, category All. Copyright (C) 2002-2018 The ACLAME team.
# ACLAME ID	Name	Segment	Size (bp)	Nb genes	Nb CDS	Taxo ID	MGE Type	Genome type	Genome strands	Genome organisation	Complete	Host(s)	Hosts taxo ID(s)	Cross-references
mge:876	pSCM201		3463	4	4		plasmid	DNA	ds	circular	yes	Haloarcula sp. AS7094	262078	genbank:GenomeProject:13182;genbank:acc:NC_006426;genbank:gi:83743429
mge:877	pSG2		27240	31	20		plasmid	DNA	ds	circular	yes	Sodalis glossinidius	63612	genbank:GenomeProject:13991;genbank:acc:NC_007185;genbank:gi:70724886
mge:469	pC2A		5467	4	4	2214	plasmid	DNA	ds	linear	yes	Methanosarcina acetivorans	2214	genbank:GenomeProject:16019;genbank:acc:NC_002097;genbank:gi:10954579
mge:878	megaplasmid		202301	153	152		plasmid	DNA	ds	circular	yes	Desulfovibrio vulgaris subsp. vulgaris str. Hildenborough	882	genbank:GenomeProject:51;genbank:acc:NC_005863;genbank:gi:46562129
mge:416	pLA103		13913	15	14	1579	plasmid	DNA	ds	circular	yes	Lactobacillus acidophilus	1579	genbank:GenomeProject:15987;genbank:acc:NC_003458;genbank:gi:19718333
mge:879	pA1		46557	49	49		plasmid	DNA	ds	circular	yes	Sphingomonas sp. A1	90322	genbank:GenomeProject:15603;genbank:acc:NC_007353;genbank:gi:89142220
mge:468	pURB500		8285	18	18	39152	plasmid	DNA	ds	circular	yes	Methanococcus maripaludis;Methanococcus maripaludis C5	39152;402880	genbank:GenomeProject:15999;genbank:acc:NC_001811;genbank:gi:10954553
mge:880	pRPA		8427	7	7		plasmid	DNA	ds	circular	yes	Rhodopseudomonas palustris CGA009	258594	genbank:acc:NC_005297;genbank:gi:39840937
mge:478	pMA1		2287	1	1	1126	plasmid	DNA	ds	circular	yes	Microcystis aeruginosa	1126	genbank:GenomeProject:15788;genbank:acc:NC_002060;genbank:gi:10956083
mge:413	pIP843		7086	5	5	573	plasmid	DNA	ds	circular	yes	Klebsiella pneumoniae	573	genbank:GenomeProject:15926;genbank:acc:NC_005015;genbank:gi:32470123
mge:528	pCU1		2053	6	6	2543	plasmid	DNA	ds	linear	yes	Escherichia coli	562	genbank:acc:NC_001374;genbank:gi:9507295
mge:436	pMRC01		60232	64	63	1358	plasmid	DNA	ds	circular	yes	Lactococcus lactis	1358	genbank:GenomeProject:16005;genbank:acc:NC_001949;genbank:gi:10957125
mge:392	pF3028		32379	34	34	725	plasmid	DNA	ds	circular	yes	Haemophilus influenzae biotype aegyptius	725	genbank:GenomeProject:15982;genbank:acc:NC_004058;genbank:gi:21628923
mge:881	pB8		57198	65	63	338421	plasmid	DNA	ds	circular	yes	uncultured bacterium;Pseudomonas sp. B13	77133;65741	genbank:GenomeProject:16112;genbank:acc:NC_007502;genbank:gi:77993219
mge:882	pSM19035		28975	35	35		plasmid	DNA	ds	circular	yes	Streptococcus pyogenes	1314	genbank:GenomeProject:13823;genbank:acc:NC_006979;genbank:gi:63021982
mge:883	2		17036	16	16		plasmid	DNA	ds	circular	yes	Nitrosospira multiformis ATCC 25196	323848	genbank:GenomeProject:13912;genbank:acc:NC_007616;genbank:gi:82703911
mge:884	pCD		70299	89	89		plasmid	DNA	ds	circular	yes	Yersinia pestis Antiqua	360102	genbank:GenomeProject:16645;genbank:acc:NC_008122;genbank:gi:108793642
mge:418	pRC18		18101	24	24	1582	plasmid	DNA	ds	circular	yes	Lactobacillus casei	1582	genbank:GenomeProject:15990;genbank:acc:NC_003320;genbank:gi:18071173
mge:351	pAM373		36804	49	49	1351	plasmid	DNA	ds	circular	yes	Enterococcus faecalis	1351	genbank:GenomeProject:16044;genbank:acc:NC_002630;genbank:gi:11968208
mge:573	pRi1724		217594	173	173	359	plasmid	DNA	ds	circular	yes	Agrobacterium rhizogenes	359	genbank:GenomeProject:15846;genbank:acc:NC_002575;genbank:gi:10954646
mge:307	pAG3		4603	6	6	1718	plasmid	DNA	ds	circular	yes	Corynebacterium glutamicum	1718	genbank:GenomeProject:13802;genbank:acc:NC_004533;genbank:gi:27764592
mge:410	pIE1107		8520	2	2	123385	plasmid	DNA	ds	linear	yes	Pseudomonas putida;uncultured bacterium	303;77133	genbank:GenomeProject:15830;genbank:acc:NC_002089;genbank:gi:9507426
mge:700	pSB2		5415	3	3	4954	plasmid	DNA	ds	circular	yes	Zygosaccharomyces bailii	4954	genbank:acc:NC_002055;genbank:gi:11466072
mge:695	pMT1		100984	102	102	187410	plasmid	DNA	ds	circular	yes	Yersinia pestis KIM	187410	genbank:acc:NC_004835;genbank:gi:31795183
mge:885	pSSP1		38454	45	45		plasmid	DNA	ds	circular	yes	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305	342451	genbank:GenomeProject:15596;genbank:acc:NC_007351;genbank:gi:73663756
mge:455	pDR1-1B		7344	6	6	44688	plasmid	DNA	ds	circular	yes	Lactococcus lactis subsp. lactis bv. diacetylactis	44688	genbank:GenomeProject:15981;genbank:acc:NC_004163;genbank:gi:22855171
mge:197	pRAS3.2		11823	7	7	645	plasmid	DNA	ds	circular	yes	Aeromonas salmonicida	645	genbank:GenomeProject:16057;genbank:acc:NC_003124;genbank:gi:15983520
mge:691	pYC		5919	12	12	632	plasmid	DNA	ds	circular	yes	Yersinia pestis	632	genbank:GenomeProject:16033;genbank:acc:NC_002144;genbank:gi:10955834
mge:886	pSci4		20224	19	17		plasmid	DNA	ds	circular	yes	Spiroplasma citri	2133	genbank:acc:NC_007390;genbank:gi:75906156
mge:887	2		338007	323	310		plasmid	DNA	ds	circular	yes	Polaromonas sp. JS666	296591	genbank:GenomeProject:13121;genbank:acc:NC_007950;genbank:gi:91791058
mge:585	pBERT		4656	9	9	28142	plasmid	DNA	ds	circular	yes	Salmonella enterica subsp. enterica serovar Berta	28142	genbank:acc:NC_001848;genbank:gi:10956782
mge:888	pBMBt1		6700	3	3		plasmid	DNA	ds	circular	yes	Bacillus thuringiensis serovar darmstadiensis	132264	genbank:GenomeProject:13363;genbank:acc:NC_006821;genbank:gi:58616723
mge:310	pXZ608		5949	1	1	1718	plasmid	DNA	ds	circular	yes	Corynebacterium glutamicum	1718	genbank:GenomeProject:15955;genbank:acc:NC_004941;genbank:gi:32455535
mge:889	pCC2228-1		1307	1	1		plasmid	DNA	ds	circular	yes	Campylobacter coli	195	genbank:GenomeProject:13964;genbank:acc:NC_008049;genbank:gi:104769599
mge:465	pMLb		208315	209	209	381	plasmid	DNA	ds	circular	yes	Mesorhizobium loti;Mesorhizobium loti MAFF303099	381;266835	genbank:GenomeProject:18;genbank:acc:NC_002682;genbank:gi:13195732
mge:338	QpDV		32601	34	34	777	plasmid	DNA	ds	circular	yes	Coxiella burnetii	777	genbank:GenomeProject:16027;genbank:acc:NC_002131;genbank:gi:10956020
mge:287	pCpGP1		7966	7	7	227941	plasmid	DNA	ds	circular	yes	Chlamydophila caviae GPIC	227941	genbank:acc:NC_004720;genbank:gi:29839220
mge:890	p42a		194229	182	175		plasmid	DNA	ds	circular	yes	Rhizobium etli CFN 42	347834	genbank:GenomeProject:13932;genbank:acc:NC_007762;genbank:gi:86359705
mge:530	pHV2		6354	4	4	2562	plasmid	DNA	ds	circular	yes	Haloferax volcanii	2246	genbank:acc:NC_001375;genbank:gi:9507302
mge:891	pSMQ173b		4449	5	5		plasmid	DNA	ds	circular	yes	Streptococcus thermophilus	1308	genbank:GenomeProject:15949;genbank:acc:NC_005323;genbank:gi:41178964
mge:424	pLME300		19389	18	18	1613	plasmid	DNA	ds	circular	yes	Lactobacillus fermentum	1613	genbank:GenomeProject:13801;genbank:acc:NC_004566;genbank:gi:28373195
mge:689	pYVa127/90		66591	75	75	630	plasmid	DNA	ds	circular	yes	Yersinia enterocolitica	630	genbank:GenomeProject:15969;genbank:acc:NC_004564;genbank:gi:28372983
mge:892	pPB1		2899	5	4		plasmid	DNA	ds	circular	yes	Lactobacillus plantarum	1590	genbank:GenomeProject:13164;genbank:acc:NC_006399;genbank:gi:55482307
mge:666	pING1		24554	38	38	43080	plasmid	DNA	ds	circular	yes	Sulfolobus islandicus	43080	genbank:GenomeProject:13180;genbank:acc:NC_004852;genbank:gi:31983796
mge:460	pLI100		81905	80	75	1642	plasmid	DNA	ds	circular	yes	Listeria innocua;Listeria innocua Clip11262	1642;272626	genbank:GenomeProject:86;genbank:acc:NC_003383;genbank:gi:18450286
mge:591	pC		5269	4	4	592	plasmid	DNA	ds	circular	yes	Salmonella enteritidis	592	genbank:GenomeProject:12470;genbank:acc:NC_003457;genbank:gi:19718328
mge:893	pMOL28		171461	112	112		plasmid	DNA	ds	circular	yes	Ralstonia metallidurans CH34	266264	genbank:GenomeProject:13254;genbank:acc:NC_006525;genbank:gi:56550557
mge:894	pSpnP1		5413	7	7		plasmid	DNA	ds	circular	yes	Streptococcus pneumoniae	1313	genbank:acc:NC_008350;genbank:gi:114882495
mge:539	pNS1		3879	5	5	2613	plasmid	DNA	ds	circular	yes	Staphylococcus aureus	1280	genbank:GenomeProject:15797;genbank:acc:NC_001391;genbank:gi:9507372
mge:895	1		4449	4	4		plasmid	DNA	ds	circular	yes	Streptococcus thermophilus LMD-9	322159	genbank:GenomeProject:13773;genbank:acc:NC_008500;genbank:gi:116326679
mge:896	pCAR3		254797	263	263		plasmid	DNA	ds	circular	yes	Sphingomonas sp. KA1	164608	genbank:GenomeProject:17575;genbank:acc:NC_008308;genbank:gi:113473678
mge:897	pIMD50		8751	10	9		plasmid	DNA	ds	circular	yes	Actinobacillus porcitonsillarum	189834	genbank:GenomeProject:13928;genbank:acc:NC_007095;genbank:gi:66968649
mge:898	1		6499	8	8		plasmid	DNA	ds	circular	yes	Shewanella sp. MR-7	60481	genbank:GenomeProject:13903;genbank:acc:NC_008320;genbank:gi:113951722
mge:899	pSN2		1288	1	1		plasmid	DNA	ds	circular	yes	Staphylococcus aureus	1280	genbank:GenomeProject:13815;genbank:acc:NC_005565;genbank:gi:42761428
mge:581	pRM21		2935	2	2	29549	plasmid	DNA	ds	circular	yes	Rhodothermus marinus	29549	genbank:GenomeProject:15820;genbank:acc:NC_001755;genbank:gi:10956795
mge:259	lp36		36849	54	51	224326	plasmid	DNA	ds	linear	yes	Borrelia burgdorferi B31	224326	genbank:GenomeProject:3;genbank:acc:NC_001855;genbank:gi:11496779
mge:900	pORA1		9689	13	13		plasmid	DNA	ds	circular	yes	Sulfolobus neozealandicus	299422	genbank:GenomeProject:13764;genbank:acc:NC_006906;genbank:gi:62464800
mge:579	pBD2		210205	212	212	1833	plasmid	DNA	ds	linear	yes	Rhodococcus erythropolis	1833	genbank:acc:NC_005073;genbank:gi:33867057
mge:901	pCIZ2		7383	10	10		plasmid	DNA	ds	circular	yes	Enterococcus faecium	1352	genbank:acc:NC_008259;genbank:gi:110832850
mge:492	pCC7120beta		186614	186	186	103690	plasmid	DNA	ds	circular	yes	Nostoc sp. PCC 7120	103690	genbank:GenomeProject:244;genbank:acc:NC_003240;genbank:gi:17158637
mge:902	pMP118		242436	242	222		plasmid	DNA	ds	circular	yes	Lactobacillus salivarius subsp. salivarius UCC118	362948	genbank:GenomeProject:13280;genbank:acc:NC_007930;genbank:gi:90962708
mge:903	pEU30		30314	25	25		plasmid	DNA	ds	circular	yes	Erwinia amylovora	552	genbank:GenomeProject:13244;genbank:acc:NC_005247;genbank:gi:38638158
mge:904	pGOX4		13223	18	18		plasmid	DNA	ds	circular	yes	Gluconobacter oxydans 621H	290633	genbank:GenomeProject:13325;genbank:acc:NC_006675;genbank:gi:58038467
mge:485	pJD4		7426	1	1	485	plasmid	DNA	ds	circular	yes	Neisseria gonorrhoeae	485	genbank:acc:NC_002098;genbank:gi:10955179
mge:905	lp44		44010	36	24		plasmid	DNA	ds	linear	yes	Borrelia duttonii	40834	genbank:GenomeProject:17915;genbank:acc:NC_008442;genbank:gi:115534860
mge:906	pMG828-2		4091	2	2		plasmid	DNA	ds	circular	yes	Escherichia coli	562	genbank:acc:NC_008487;genbank:gi:116256156
mge:907	pBS608		6611	7	7		plasmid	DNA	ds	circular	yes	Bacillus subtilis	1423	genbank:GenomeProject:13359;genbank:acc:NC_006825;genbank:gi:58616139
mge:908	pNOB8		41229	52	52		plasmid	DNA	ds	circular	yes	Sulfolobus sp. NOB8H2	84600	genbank:GenomeProject:13206;genbank:acc:NC_006493;genbank:gi:56121822
mge:635	pSE-12228-01		4439	3	3	176280	plasmid	DNA	ds	circular	yes	Staphylococcus epidermidis ATCC 12228	176280	genbank:GenomeProject:279;genbank:acc:NC_005008;genbank:gi:32470588
mge:214	pJHW		4278	2	2	35779	plasmid	DNA	ds	circular	yes	Aster yellows phytoplasma	35779	genbank:GenomeProject:13299;genbank:acc:NC_003353;genbank:gi:18249852
mge:909	1		27048	29	29		plasmid	DNA	ds	circular	yes	Lawsonia intracellularis PHE/MN1-00	363253	genbank:GenomeProject:16751;genbank:acc:NC_008012;genbank:gi:94972343
mge:910	1		43581	45	45		plasmid	DNA	ds	circular	yes	Burkholderia cepacia AMMD	339670	genbank:GenomeProject:13490;genbank:acc:NC_008385;genbank:gi:115345482
mge:911	pF8801		5558	3	3		plasmid	DNA	ds	circular	yes	Pediococcus damnosus	51663	genbank:GenomeProject:16175;genbank:acc:NC_007593;genbank:gi:81330540
mge:357	pRUM		24873	32	32	1352	plasmid	DNA	ds	circular	yes	Enterococcus faecium	1352	genbank:GenomeProject:15932;genbank:acc:NC_005000;genbank:gi:32470458
mge:912	pSF118-20		20417	27	27		plasmid	DNA	ds	circular	yes	Lactobacillus salivarius subsp. salivarius UCC118	362948	genbank:GenomeProject:13280;genbank:acc:NC_006529;genbank:gi:56707107
mge:913	pSA1.1		9014	0	0		plasmid	DNA	ds	linear	yes	Streptomyces cyaneus	1904	genbank:acc:NC_002112;genbank:gi:10956689
mge:914	1		294829	314	239		plasmid	DNA	ds	circular	yes	Nitrobacter hamburgensis X14	323097	genbank:GenomeProject:13473;genbank:acc:NC_007959;genbank:gi:92109250
mge:915	pGOX2		26568	29	29		plasmid	DNA	ds	circular	yes	Gluconobacter oxydans 621H	290633	genbank:GenomeProject:13325;genbank:acc:NC_006673;genbank:gi:58038418
mge:916	1		36358	20	18		plasmid	DNA	ds	circular	yes	Methanosarcina barkeri str. Fusaro	269797	genbank:GenomeProject:103;genbank:acc:NC_007349;genbank:gi:73663826
mge:917	p9705		3172	1	1		plasmid	DNA	ds	circular	yes	Escherichia coli	562	genbank:acc:NC_008444;genbank:gi:115534260
mge:918	pKB1		101016	105	105		plasmid	DNA	ds	circular	yes	Gordonia westfalica	158898	genbank:GenomeProject:13806;genbank:acc:NC_005307;genbank:gi:40445280
mge:919	1		29061	20	20		plasmid	DNA	ds	circular	yes	Lactobacillus casei ATCC 334	321967	genbank:GenomeProject:402;genbank:acc:NC_008502;genbank:gi:116326658
mge:920	p250		6286	7	7		plasmid	DNA	ds	circular	yes	Avibacterium paragallinarum	728	genbank:GenomeProject:15893;genbank:acc:NC_005245;genbank:gi:38638188
mge:658	SLP2		50410	43	42	1916	plasmid	DNA	ds	linear	yes	Streptomyces lividans	1916	genbank:GenomeProject:15869;genbank:acc:NC_004933;genbank:gi:32455568
mge:921	pFMBL1		4661	2	2		plasmid	DNA	ds	circular	yes	Leuconostoc mesenteroides	1245	genbank:acc:NC_007207;genbank:gi:71558993
mge:306	pTET3		27856	27	27	1718	plasmid	DNA	ds	circular	yes	Corynebacterium glutamicum	1718	genbank:GenomeProject:13802;genbank:acc:NC_003227;genbank:gi:17158077
mge:196	pTYM1		4242	4	2	715	plasmid	DNA	ds	circular	yes	Actinobacillus pleuropneumoniae	715	genbank:GenomeProject:16055;genbank:acc:NC_003125;genbank:gi:15983528
mge:255	lp28-1		26921	32	26	224326	plasmid	DNA	ds	linear	yes	Borrelia burgdorferi B31	224326	genbank:GenomeProject:3;genbank:acc:NC_001851;genbank:gi:11496637
mge:399	pZMX101		3918	7	7	2248	plasmid	DNA	ds	circular	yes	Halorubrum saccharovorum	2248	genbank:GenomeProject:15861;genbank:acc:NC_004531;genbank:gi:27753932
mge:572	p42d		371254	354	336	29449	plasmid	DNA	ds	circular	yes	Rhizobium etli CFN 42	347834	genbank:GenomeProject:13932;genbank:gi:89255298;genbank:acc:NC_004041;genbank:gi:21492658
mge:291	pCRP3		3172	6	6	67825	plasmid	DNA	ds	circular	yes	Citrobacter rodentium	67825	genbank:GenomeProject:13300;genbank:acc:NC_003114;genbank:gi:15743558
mge:617	pKH7		4118	3	3	1280	plasmid	DNA	ds	linear	yes	Staphylococcus aureus	1280	genbank:GenomeProject:15923;genbank:acc:NC_002096;genbank:gi:10956155
mge:592	pB		1983	1	1	592	plasmid	DNA	ds	circular	yes	Salmonella enteritidis	592	genbank:GenomeProject:12470;genbank:acc:NC_005002;genbank:gi:32470132
mge:432	pGT232		5113	1	1	1598	plasmid	DNA	ds	linear	yes	Lactobacillus reuteri;Lactobacillus reuteri 100-23	1598;349123	genbank:GenomeProject:15993;genbank:acc:NC_001757;genbank:gi:10956562
mge:922	pND6-1		101858	102	102		plasmid	DNA	ds	circular	yes	Pseudomonas sp. ND6	231023	genbank:GenomeProject:12413;genbank:acc:NC_005244;genbank:gi:42632299
mge:355	pTEF3		17963	19	18	226185	plasmid	DNA	ds	circular	yes	Enterococcus faecalis V583	226185	genbank:GenomeProject:70;genbank:acc:NC_004670;genbank:gi:29377876
mge:923	pMA4		2514	0	0		plasmid	DNA	ds	circular	yes	Synechococcus sp.	1131	genbank:acc:NC_001974;genbank:gi:10956085
mge:497	pCC7120alpha		408101	386	386	103690	plasmid	DNA	ds	circular	yes	Nostoc sp. PCC 7120	103690	genbank:GenomeProject:244;genbank:acc:NC_003276;genbank:gi:17233017
mge:924	pCJ01		3212	4	4		plasmid	DNA	ds	linear	yes	Campylobacter jejuni	197	genbank:acc:NC_008438;genbank:gi:115534241
mge:360	pEP36		35904	32	32	79967	plasmid	DNA	ds	circular	yes	Pyrus pyrifolia	3767	genbank:GenomeProject:15859;genbank:acc:NC_004445;genbank:gi:27228683
mge:925	pPMA4326A		46697	53	50		plasmid	DNA	ds	circular	yes	Pseudomonas syringae pv. maculicola	59511	genbank:GenomeProject:11791;genbank:acc:NC_005918;genbank:gi:49188520
mge:926	1		18871	17	17		plasmid	DNA	ds	circular	yes	Nitrosospira multiformis ATCC 25196	323848	genbank:GenomeProject:13912;genbank:acc:NC_007615;genbank:gi:82703893
mge:927	pXCV2		1852	2	2		plasmid	DNA	ds	circular	yes	Xanthomonas campestris pv. vesicatoria str. 85-10	316273	genbank:acc:NC_007504;genbank:gi:78045239
mge:928	pSA1308		2756	2	2		plasmid	DNA	ds	circular	yes	Staphylococcus aureus	1280	genbank:acc:NC_007928;genbank:gi:90969145
mge:185	pAC5		5123	2	2	435	plasmid	DNA	ds	circular	yes	Acetobacter aceti	435	genbank:GenomeProject:15735;genbank:acc:NC_001275;genbank:gi:10955174
mge:370	p1658/97		125491	143	141	562	plasmid	DNA	ds	circular	yes	Escherichia coli	562	genbank:GenomeProject:15933;genbank:acc:NC_004998;genbank:gi:32469973
mge:929	pBS228		89147	104	98		plasmid	DNA	ds	circular	yes	Pseudomonas aeruginosa	287	genbank:GenomeProject:13931;genbank:acc:NC_008357;genbank:gi:114881096
mge:930	pXCV19		19146	25	22		plasmid	DNA	ds	circular	yes	Xanthomonas campestris pv. vesicatoria str. 85-10	316273	genbank:acc:NC_007505;genbank:gi:78045242
mge:210	AT		542780	550	543		plasmid	DNA	ds	circular	yes	Agrobacterium tumefaciens str. C58	176299	genbank:GenomeProject:282;genbank:acc:NC_003306;genbank:gi:17938588
mge:514	ColE1		6646	25	23	2443	plasmid	DNA	ds	circular	yes	Escherichia coli	562	genbank:acc:NC_001371;genbank:gi:9507253
mge:931	pSTE2		6913	7	7		plasmid	DNA	ds	circular	yes	Staphylococcus lentus	42858	genbank:GenomeProject:13666;genbank:acc:NC_006871;genbank:gi:60677337
mge:932	pSIO1		4906	3	3		plasmid	DNA	ds	circular	yes	Vibrio cholerae	666	genbank:GenomeProject:13608;genbank:acc:NC_006860;genbank:gi:60202126
mge:933	pUSA01		3125	5	5		plasmid	DNA	ds	circular	yes	Staphylococcus aureus subsp. aureus USA300	367830	genbank:GenomeProject:16313;genbank:acc:NC_007790;genbank:gi:87159837
mge:934	pGOX5		2687	4	4		plasmid	DNA	ds	circular	yes	Gluconobacter oxydans 621H	290633	genbank:GenomeProject:13325;genbank:acc:NC_006676;genbank:gi:58038486
mge:935	pTT27		232605	228	228		plasmid	DNA	ds	circular	yes	Thermus thermophilus HB27	262724	genbank:GenomeProject:10617;genbank:acc:NC_005838;genbank:gi:46255071
mge:936	pCC2228-3		4276	3	3		plasmid	DNA	ds	circular	yes	Campylobacter coli	195	genbank:GenomeProject:13964;genbank:acc:NC_008051;genbank:gi:104770349
mge:513	ColA		6720	8	8	2438	plasmid	DNA	ds	circular	yes	Escherichia coli	562	genbank:acc:NC_001373;genbank:gi:9507286
mge:937	pCC2228-2		3303	3	3		plasmid	DNA	ds	circular	yes	Campylobacter coli	195	genbank:GenomeProject:13964;genbank:acc:NC_008050;genbank:gi:104770113
mge:293	pCP13		54310	63	63	195102	plasmid	DNA	ds	circular	yes	Clostridium perfringens str. 13	195102	genbank:GenomeProject:79;genbank:acc:NC_003042;genbank:gi:15081479
mge:938	pC223		4608	5	5		plasmid	DNA	ds	circular	yes	Staphylococcus aureus	1280	genbank:GenomeProject:15915;genbank:acc:NC_005243;genbank:gi:38639778
mge:274	linear plasmid		11640	6	6	3708	plasmid	DNA	ds	linear	yes	Brassica napus	3708	genbank:acc:NC_004946;genbank:gi:32455723
mge:939	pNG300		39521	40	40		plasmid	DNA	ds	circular	yes	Haloarcula marismortui ATCC 43049	272569	genbank:GenomeProject:13160;genbank:acc:NC_006391;genbank:gi:55376187
mge:490	pAYS		1823	1	1	42353	plasmid	DNA	ds	circular	yes	Nitrosomonas sp.	42353	genbank:GenomeProject:13850;genbank:acc:NC_002113;genbank:gi:10956811
mge:940	megaplasmid		491611	447	442		plasmid	DNA	ds	circular	yes	Silicibacter pomeroyi DSS-3	246200	genbank:GenomeProject:281;genbank:acc:NC_006569;genbank:gi:56708791
mge:941	pCD6		6830	5	5		plasmid	DNA	ds	circular	yes	Clostridium difficile	1496	genbank:GenomeProject:15912;genbank:acc:NC_005326;genbank:gi:41057060
mge:421	pJBL2		8716	5	5	29397	plasmid	DNA	ds	circular	yes	Lactobacillus delbrueckii subsp. lactis	29397	genbank:GenomeProject:13317;genbank:acc:NC_004849;genbank:gi:31983511
mge:640	pGB3631		5842	9	6	1311	plasmid	DNA	ds	circular	yes	Streptococcus agalactiae	1311	genbank:GenomeProject:16029;genbank:acc:NC_002136;genbank:gi:10956209
mge:676	pIE1130		10687	12	12	73429	plasmid	DNA	ds	circular	yes	uncultured eubacterium;Escherichia coli K12	73429;83333	genbank:GenomeProject:13332;genbank:acc:NC_004973;genbank:gi:32455896
mge:942	pSS_046		214396	242	238		plasmid	DNA	ds	circular	yes	Shigella sonnei Ss046	300269	genbank:GenomeProject:13151;genbank:acc:NC_007385;genbank:gi:74314838
mge:943	pSci3		19325	16	14		plasmid	DNA	ds	circular	yes	Spiroplasma citri	2133	genbank:acc:NC_007389;genbank:gi:75906141
mge:944	pB3		56167	61	59	274541	plasmid	DNA	ds	circular	yes	Pseudomonas sp. B13	65741	genbank:GenomeProject:16075;genbank:acc:NC_006388;genbank:gi:55418005
mge:508	pPNWB		4226	4	4	35772	plasmid	DNA	ds	circular	yes	Peanut witches''-broom phytoplasma	35772	genbank:GenomeProject:13319;genbank:acc:NC_004822;genbank:gi:31442392
mge:945	pCA4		3078	0	0		plasmid	DNA	ds	circular	yes	Escherichia coli	562	genbank:GenomeProject:15988;genbank:acc:NC_003435;genbank:gi:19387559
mge:946	pSC138		138742	173	170		plasmid	DNA	ds	circular	yes	Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67	321314	genbank:GenomeProject:9618;genbank:acc:NC_006856;genbank:gi:60115514
mge:947	pNF1		184026	160	160		plasmid	DNA	ds	circular	yes	Nocardia farcinica IFM 10152	247156	genbank:GenomeProject:13117;genbank:acc:NC_006362;genbank:gi:54027648
mge:372	pOSAK1		3306	3	3	83334	plasmid	DNA	ds	circular	yes	Escherichia coli O157:H7 str. Sakai	386585	genbank:GenomeProject:226;genbank:acc:NC_002127;genbank:gi:10955262
