Name	Accessions	Description	References
Tn6093	FM995219	Tn6093 is a transposition module consisting of ISEcp1 and a fragment of the Citrobacter freundii-derived chromosomal DNA containing genes blaCMY-16, blc and sugE and a part of the ColE1-type plasmid backbone (regions orf6, mobB and ?RNAII). blaCMY-16 is a gene encoding a C. freundii-like AmpC cephalosporinase variant conferring resistance to a majority of beta-lactam antibiotics. Tn6093 was originally identified in a Proteus mirabilis clinical isolate NO-051/03 from an Italian hospital.	D’Andrea MM et al., (2006) CMY-16, a novel acquired AmpC-type ?-lactamase of the CMY/LAT lineage in multifocal monophyletic isolates of Proteus mirabilis from northern Italy. Antimicrob. Agents Chemother. 50 (2), 618-24.
Tn6094	NA	NA	NA
Tn6095	NA	NA	NA
Tn6096	NA	NA	NA
Tn6097	NA	NA	Dziewit et al., 2012. Insights into the transposable mobilome of Paracoccus spp. (Alphaproteobacteria). PLoS One 7(2):e32277.
Tn6098	NA	NA	Machielsen et al., 2011. Molecular description and industrial potential of Tn6098 conjugative transfer conferringalpha-galactosidase metabolism in Lactococcus lactis. Applied and Environmental Microbiology. 77: 555-63.
Tn6099	NA	NA	Tribble et al., 2010. Genetic analysis of mobile tetQ elements in oral Prevotella species. Anaerobe.
Tn6100	NA	NA	NA
Tn6101	NA	NA	Seth-Smith et al., 2012. Structure, diversity and mobility of the Salmonella pathogenicity island 7 family of integrative and conjugative elements in the Enterobacteriaceae. Journal of Bacteriology 194; 1494-504.
Tn6102	NA	NA	NA
Tn6103	NA	Brouwer et al., 2011. Genetic organisation, mobility and predicted functions of genes on integrated, mobile genetic elements in sequenced strains of Clostridium difficile. PLoS One. 6(8):e23014	NA
Tn6104	NA	NA	Brouwer et al., 2011. Genetic organisation, mobility and predicted functions of genes on integrated, mobile genetic elements in sequenced strains of Clostridium difficile. PLoS One. 6(8):e23014
Tn6105	NA	NA	Brouwer et al., 2011. Genetic organisation, mobility and predicted functions of genes on integrated, mobile genetic elements in sequenced strains of Clostridium difficile. PLoS One. 6(8):e23014
Tn6106	NA	NA	Brouwer et al., 2011. Genetic organisation, mobility and predicted functions of genes on integrated, mobile genetic elements in sequenced strains of Clostridium difficile. PLoS One. 6(8):e23014
Tn6107	NA	NA	Brouwer et al., 2011. Genetic organisation, mobility and predicted functions of genes on integrated, mobile genetic elements in sequenced strains of Clostridium difficile. PLoS One. 6(8):e23014
Tn6108	NA	NA	NA
Tn6109	NA	NA	NA
Tn6110	NA	NA	Brouwer et al., 2011. Genetic organisation, mobility and predicted functions of genes on integrated, mobile genetic elements in sequenced strains of Clostridium difficile. PLoS One. 6(8):e23014
Tn6111	NA	Brouwer et al., 2011. Genetic organisation, mobility and predicted functions of genes on integrated, mobile genetic elements in sequenced strains of Clostridium difficile. PLoS One. 6(8):e23014	NA
Tn6112	NA	NA	NA
Tn6113	FR716828	Tn6113 is a transposition module consisting of ISEcp1 and a fragment of the Citrobacter freundii-derived chromosomal DNA containing genes blaCMY-12, blc and delta sugE (a part of sugE truncated during the ISEcp1-mediated mobilization). blaCMY-12 is a gene encoding a C. freundii-like AmpC cephalosporinase variant conferring resistance to a majority of beta-lactam antibiotics. Tn6113 was identified in a Proteus mirabilis clinical isolate 27/00 from a Polish hospital	NA
Tn6114	EU331426	Tn6114 is a transposition module consisting of ISEcp1 and a fragment of the Citrobacter freundii-derived chromosomal DNA containing genes blaCMY-36, blc and sugE. blaCMY-36 is a gene encoding a C. freundii-like AmpC cephalosporinase variant conferring resistance to a majority of beta-lactam antibiotics. Tn6114 was identified in the Klebsiella pneumoniae clinical isolate HP205 from a Greek hospital.	NA
Tn6115	NA	NA	Brouwer et al., 2011. Genetic organisation, mobility and predicted functions of genes on integrated, mobile genetic elements in sequenced strains of Clostridium difficile. PLoS One. 6(8):e23014
Tn6116	NA	NA	NA
Tn6117	NA	NA	NA
Tn6118	NA	NA	NA
Tn6119	NA	NA	NA
Tn6120	NA	NA	NA
Tn6121	NA	NA	NA
Tn6122	NA	NA	NA
Tn6123	NA	NA	NA
Tn6124	NA	NA	NA
Tn6125	NA	NA	NA
Tn6126	NA	NA	NA
Tn6127	NA	NA	NA
Tn6128	NA	NA	NA
Tn6129	NA	NA	NA
Tn6130	NA	NA	NA
Tn6131	NA	NA	NA
Tn6132	NA	NA	NA
Tn6133	NA	NA	Schwendener & Perreten. 2011. New transposon Tn6133 in methicillin-resistant Staphylococcus aureus ST398 contains vga(E), a novel streptograminA, pleuromutilin, and lincosamide resistance gene. Antimicrobial Agents and Chemotherapy. 55: 4900 - 4.
Tn6134	NA	NA	NA
Tn6135	NA	NA	NA
Tn6136	NA	NA	NA
Tn6137	NA	NA	NA
Tn6138	NA	NA	NA
Tn6139	NA	NA	NA
Tn6140	NA	NA	NA
Tn6141	NA	NA	NA
Tn6142	NA	NA	NA
Tn6143	NA	NA	NA
Tn6144	NA	NA	NA
Tn6145	NA	NA	NA
Tn6146	NA	NA	NA
Tn6147	NA	NA	NA
Tn6148	NA	NA	NA
Tn6149	NA	NA	NA
Tn6150	NA	NA	NA
Tn6151	NA	NA	NA
Tn6152	NA	NA	NA
Tn6153	NA	NA	NA
Tn6154	NA	NA	NA
Tn6155	NA	NA	NA
Tn6156	NA	NA	NA
Tn6157	NA	NA	NA
Tn6158	NA	NA	NA
Tn6159	NA	NA	NA
Tn6160	NA	NA	NA
Tn6161	NA	NA	Naito et al (2011). Characterisation of the Porphyromonas gingivalis conjugative transposon CTnPg1: determination of the integration site and the genes essential for conjugal transfer. Microbiology. 157: 2022-32
Tn6162	NA	NA	NA
Tn6163	NA	NA	NA
Tn6164	NA	NA	Corver et al., 2012. Analysis of a Clostridium difficile PCR ribotype 078 100 Kilobase island reveals the presence of a novel transposon, Tn6164. BMC Microbiology.
Tn6165	NA	NA	NA
Tn6166	NA	17.6 kb transposon in comM of Acinetobacter baumannii GC2 type strain RUH134 (or A320). Carries the tet(B) tetracycline resistance determinant and the strA and strB streptomycin resistance genes.	S.J. Nigro and R.M. Hall (2011) Unpublished
Tn6167	NA	33 kb transposon in comM of Acinetobacter baumannii GC2 strain A91. Carries the sul2 sulphonamide resistance gene, the tet(B) tetracycline resistance determinant and the strA and strB streptomycin resistance genes.	Nigro & Hall. 2012. Tn6167, an antibiotic resistance island in an Australian carbapenem-resistant Acinetobacter baumannii GC2, ST92 isolate. Journal of Antimicrobial Chemotherapy. 67: 1342-6.
Tn6168	NA	NA	NA
Tn6169	NA	NA	NA
Tn6170	NA	NA	NA
Tn6171	NA	NA	NA
Tn6172	NA	NA	NA
Tn6173	NA	NA	NA
Tn6174	NA	NA	NA
Tn6175	NA	NA	NA
Tn6176	NA	NA	NA
Tn6177	NA	NA	NA
Tn6178	NA	NA	NA
Tn6179	NA	NA	NA
Tn6180	NA	NA	NA
Tn6181	NA	NA	NA
Tn6182	NA	NA	NA
Tn6183	NA	NA	NA
Tn6184	NA	NA	NA
Tn6185	NA	NA	NA
Tn6186	NA	NA	NA
Tn6187	NA	NA	Doublet et al, 2012. Complete nucleotide sequence of the multidrug resistance IncA/C plasmid pR55 from Klebsiella pneumoniae isolated in 1969. Journal of Antimicrobial Chemotherapy. 67: 2354-60.
Tn6188	NA	NA	NA
Tn6189	NA	NA	NA
Tn6190	NA	NA	Corver et al., 2012. Analysis of a Clostridium difficile PCR ribotype 078 100 Kilobase island reveals the presence of a novel transposon, Tn6164. BMC Microbiology.
Tn6191	NA	NA	NA
Tn6192	NA	NA	NA
Tn6193	NA	NA	NA
Tn6194	NA	NA	NA
Tn6195	NA	NA	NA
Tn6196	NA	NA	NA
Tn6197	NA	NA	NA
Tn6198	NA	NA	NA
Tn6199	NA	NA	NA
Tn6200	NA	NA	NA
Tn6201	NA	NA	NA
Tn6202	NA	NA	NA
Tn6203	JX448550	Tn6203 is a 17.5 kb Tn402-like class 1 integron/transposon. Compared with its counterpart in the Salmonella genomic island SGI1, Tn6203 incorporates two new antibiotic resistance gene cassettes (aac(6')-IIa, aadB), a mercury resistance Tn4378-like transposon with a disruption of IS6100.	NA
Tn6204	CP003505.2	This is a composite Tn510-like transposon and contains mercury resistance genes, An IS1071 and a Tn5393C modified transposon. This transposon is part of the pBRA100 Incp1B plasmid, found in a strain of Mycobacterium abscessus subsp. bolletii resistant to glutaraldehyde disinfection	NA
Tn6205	NA	NA	NA
Tn6206	NA	NA	NA
Tn6207	NA	NA	NA
Tn6208	NA	NA	NA
Tn6209	NA	NA	NA
Tn6210	NA	NA	NA
Tn6211	NA	NA	NA
Tn6212	NA	NA	NA
Tn6213	NA	NA	NA
Tn6214	NA	NA	NA
Tn6215	NA	NA	NA
Tn6216	NA	NA	NA
Tn6217	NA	NA	NA
Tn6218	NA	NA	NA
Tn6219	NA	NA	NA
Tn6220	NA	NA	NA
Tn6221	NA	NA	NA
Tn6222	NA	NA	NA
Tn6223	NA	NA	NA
Tn6224	NA	NA	NA
Tn6225	NA	NA	NA
Tn6226	NA	NA	NA
Tn6227	NA	NA	NA
Tn6228	NA	NA	NA
Tn6229	NA	NA	NA
Tn6230	NA	NA	NA
Tn6231	NA	NA	NA
Tn6232	NA	NA	NA
Tn6233	NA	NA	NA
Tn6234	NA	NA	NA
Tn6235	NA	NA	NA
Tn6236	NA	NA	NA
Tn6237	NA	NA	NA
Tn6238	NA	NA	NA
Tn6239	NA	NA	NA
Tn6240	NA	NA	NA
Tn6241	NA	NA	NA
Tn6242	NA	NA	NA
Tn6243	NA	NA	NA
Tn6244	NA	NA	NA
Tn6245	NA	NA	NA
Tn6246	NA	NA	NA
Tn6247	NA	NA	NA
Tn6248	NA	NA	NA
Tn6249	NA	NA	NA
Tn6250	NA	NA	NA
Tn6251	NA	NA	NA
Tn6252	NA	NA	NA
Tn6253	NA	NA	NA
Tn6254	AP014680	A 52 kb-length putative integrated and conjugative element of Lactobacillus hokkaidonensis. It shares several components with other Lactobacilli such as L. vini, L. nodensis, L. paracasei, and L. coryniformis.	BMC Genomics 2015, 16:240
Tn6255	NA	NA	NA
Tn6256	NA	NA	NA
Tn6257	NA	NA	NA
Tn6258	NA	NA	NA
Tn6259	NA	NA	NA
Tn6260	NA	NA	NA
Tn6261	NA	NA	NA
Tn6262	NA	NA	NA
Tn6263	NA	NA	NA
Tn6264	NA	NA	NA
Tn6265	NA	NA	NA
Tn6266	NA	NA	NA
Tn6267	NA	NA	NA
Tn6268	NA	NA	NA
Tn6269	NA	NA	NA
Tn6270	NA	NA	NA
Tn6271	NA	NA	NA
Tn6272	NA	NA	NA
Tn6273	NA	NA	NA
Tn6274	NA	NA	NA
Tn6275	NA	NA	NA
Tn6276	NA	NA	NA
Tn6277	NA	NA	NA
Tn6278	NA	NA	NA
Tn6279	NA	NA	NA
Tn6280	NA	NA	NA
Tn6281	NA	NA	NA
Tn6282	NA	NA	NA
Tn6283	NA	NA	NA
Tn6284	NA	NA	NA
Tn6285	NA	NA	NA
Tn6286	NA	NA	NA
Tn6287	NA	NA	NA
Tn6288	NA	NA	NA
Tn6289	NA	NA	NA
Tn6290	NA	NA	NA
Tn6291	NA	NA	NA
Tn6292	NA	NA	NA
Tn6293	NA	NA	NA
Tn6294	LC015492	Tn6294 is a 8574bp transposon encoding mercury resistance determinants (merR,E,T,P,A & merR2, B1)	Matsui, K., S. Yoshinami, M. Narita, M. F. Chien, L. Phung, S. Silver, and G. Endo. 2016. Mercury resistance transposons in Bacilli strains from different geographical regions. FEMS Microbiology Letters 363: fnw013.
Tn6295	NA	NA	NA
Tn6296	FJ628167|KP987218|KY270849|KY270850	Tn6296, a Tn3-family transposon, was a Tn1722-based unit transposon that was generated by the insertion of the core blaKPC-2 region into Tn1722.	Jiang Y, Yu D, Wei Z et al. Complete nucleotide sequence of Klebsiella pneumoniae multidrug resistance plasmid pKP048, carrying blaKPC-2, blaDHA-1, qnrB4, and armA. Antimicrob. Agents Chemother. 54(9), 3967–3969 (2010). Feng J, Qiu Y, Yin Z, et al. Coexistence of a novel KPC-2-encoding MDR plasmid and an NDM-1-encoding pNDM-HN380-like plasmid in a clinical isolate of Citrobacter freundii. J Antimicrob Chemother 2015;70:2987-2991. Wang L, Fang H, Feng J et al. Complete sequences of KPC-2-encoding plasmid p628-KPC and CTX-M-55-encoding p628-CTXM coexisted in Klebsiella pneumoniae. Front. Microbiol. 6 838 (2015).
Tn6297	NA	NA	NA
Tn6298	KU736866	Derived from Tn5706.     Boundaries and mobility inferred from genomic comparisons. Carries a tetracycline gene tested experimentally.	Leclercq SO, Wang C, Zhu Y, Wu H, Du X, Liu Z, Feng J. 2016. Diversity of the tetracycline mobilome within a Chinese pig manure sample. Appl Environ Microbiol 82:6454 – 6462. doi:10.1128/AEM.01754-16.
Tn6299	KU736875	Tn3-related transposon.     Boundaries and mobility inferred from genomic comparisons. Carries tetracycline, chloramphenicol / florfenicol, aminoglycoside, and sulfonamide resistance genes, with only the tetracycline tested experimentally.	Leclercq SO, Wang C, Zhu Y, Wu H, Du X, Liu Z, Feng J. 2016. Diversity of the tetracycline mobilome within a Chinese pig manure sample. Appl Environ Microbiol 82:6454 – 6462. doi:10.1128/AEM.01754-16.
Tn6300	KU736876	ISCR2-related transposon.    Boundaries and mobility inferred from genomic comparisons. Carries tetracycline and sulfonamide resistance genes, with only the tetracycline tested experimentally.	Leclercq SO, Wang C, Zhu Y, Wu H, Du X, Liu Z, Feng J. 2016. Diversity of the tetracycline mobilome within a Chinese pig manure sample. Appl Environ Microbiol 82:6454 – 6462. doi:10.1128/AEM.01754-16.
Tn6301	KU736877	ISRC2-related transposon. Boundaries and mobility inferred from genomic comparisons. Carries tetracycline, chloramphenicol/florfenicol, aminoglycoside, and sulfonamide resistance genes, with only the tetracycline tested experimentally.	Leclercq SO, Wang C, Zhu Y, Wu H, Du X, Liu Z, Feng J. 2016. Diversity of the tetracycline mobilome within a Chinese pig manure sample. Appl Environ Microbiol 82:6454 – 6462. doi:10.1128/AEM.01754-16.
Tn6302	KU736878|KU736879	ISCR2-related transposon.    Boundaries and mobility inferred from genomic comparisons. Carries tetracycline and sulphonamide resistance genes, with only the tetracycline resistance tested experimentally.	Leclercq SO, Wang C, Zhu Y, Wu H, Du X, Liu Z, Feng J. 2016. Diversity of the tetracycline mobilome within a Chinese pig manure sample. Appl Environ Microbiol 82:6454 – 6462. doi:10.1128/AEM.01754-16.
Tn6303	KU736874	IS605-related transposon.    Boundaries and mobility inferred from genomic comparisons. Carries a tetracycline resistance gene tested experimentally.	Leclercq SO, Wang C, Zhu Y, Wu H, Du X, Liu Z, Feng J. 2016. Diversity of the tetracycline mobilome within a Chinese pig manure sample. Appl Environ Microbiol 82:6454 – 6462. doi:10.1128/AEM.01754-16.
Tn6304	NA	NA	NA
Tn6305	NA	NA	NA
Tn6306	NA	NA	NA
Tn6307	NA	NA	NA
Tn6308	NA	NA	NA
Tn6309	NA	NA	NA
Tn6310	NA	NA	Carraro N, Rivard N, Ceccarelli D, Colwell RR, Burrus V. IncA/C Conjugative Plasmids Mobilize a New Family of Multidrug Resistance Islands in Clinical Vibrio cholerae Non-O1/Non-O139 Isolates from Haiti. MBio. 2016 Jul 19;7(4). pii:e00509-16. doi: 10.1128/mBio.00509-16. PubMed PMID: 27435459; PubMed Central PMCID: PMC4958241.
Tn6311	NA	NA	NA
Tn6312	NA	NA	NA
Tn6313	NA	NA	NA
Tn6314	NA	NA	NA
Tn6315	NA	NA	NA
Tn6316	NA	NA	NA
Tn6317	NA	NA	NA
Tn6318	NA	NA	NA
Tn6319	NA	NA	NA
Tn6320	NA	NA	NA
Tn6321	NA	NA	NA
Tn6322	NA	NA	NA
Tn6323	NA	NA	NA
Tn6324	NA	NA	NA
Tn6325	NA	NA	NA
Tn6326	NA	NA	NA
Tn6327	NA	NA	NA
Tn6328	NA	NA	NA
Tn6329	NA	NA	NA
Tn6330	NA	NA	NA
Tn6331	NA	NA	NA
Tn6332	LC155216	Mercury resistance transposon found in Bacillus sp. TW6. Tn6332 is almost identical to Tn5085 in Exiguobacterium sp.	NA
Tn6333	NA	NA	NA
Tn6334	NA	NA	NA
Tn6335	NA	NA	NA
Tn6336	NA	NA	NA
Tn6337	NA	NA	NA
Tn6338	NA	NA	NA
Tn6339	NA	NA	NA
Tn6340	NA	NA	NA
Tn6341	NA	NA	NA
Tn6342	NA	NA	NA
Tn6343	NA	NA	NA
Tn6344	NA	NA	NA
Tn6345	NA	NA	NA
Tn6346	NA	NA	NA
Tn6347	NA	NA	NA
Tn6348	NA	NA	NA
Tn6349	NA	NA	NA
Tn6350	NA	NA	NA
Tn6351	NA	NA	NA
Tn6352	KX889311.1	NA	Characterization of the pJB12 Plasmid from Pseudomonas aeruginosa Reveals Tn6352, a Novel Putative Transposon Associated with Mobilization of the blaVIM-2-Harboring In58 Integron. doi: 10.1128/AAC.02532-16 http://aac.asm.org/content/61/5/e02532-16.abstract
Tn6353	NA	NA	NA
Tn6354	NA	NA	NA
Tn6355	NA	NA	NA
Tn6356	KY494864.1	NA	The complete nucleotide sequence of an IncP-2 megaplasmid unveils a mosaic architecture comprising a putative novel blaVIM-2-harbouring transposon in Pseudomonas aeruginosa. doi: 10.1093/jac/dkx143 https://academic.oup.com/jac/article-abstract/3823278/The-complete-nucle...
Tn6357	NA	NA	NA
Tn6358	NA	NA	NA
Tn6359	NA	NA	NA
Tn6360	NA	NA	NA
Tn6361	NA	NA	NA
Tn6362	NA	NA	NA
Tn6363	NA	NA	NA
Tn6364	NA	NA	NA
Tn6365	NA	NA	NA
Tn6366	NA	NA	NA
Tn6367	NA	NA	NA
Tn6368	NA	NA	Ricaurte Alejandro Marquez-Ortiz, Leanne Haggerty, Narda Olarte, Carolina Duarte, Ulises Garza-Ramos, Jesus Silva-Sanchez, Betsy E. Castro, Eby M. Sim, Mauricio Beltran, María V. Moncada, Alberto Valderrama, Jaime E. Castellanos, Ian G. Charles, Natasha Vanegas, Javier Escobar-Perez, Nicola K. Petty;Genomic epidemiology of NDM-1-encoding plasmids in Latin American clinical isolates reveals insights into the evolution of multidrug resistance. Genome Biol Evol 2017 evx115. doi: 10.1093/gbe/evx115
Tn6369	NA	NA	Ricaurte Alejandro Marquez-Ortiz, Leanne Haggerty, Narda Olarte, Carolina Duarte, Ulises Garza-Ramos, Jesus Silva-Sanchez, Betsy E. Castro, Eby M. Sim, Mauricio Beltran, María V. Moncada, Alberto Valderrama, Jaime E. Castellanos, Ian G. Charles, Natasha Vanegas, Javier Escobar-Perez, Nicola K. Petty; Genomic epidemiology of NDM-1-encoding plasmids in Latin American clinical isolates reveals insights into the evolution of multidrug resistance. Genome Biol Evol 2017 evx115. doi: 10.1093/gbe/evx115
Tn6370	NA	NA	NA
Tn6371	NA	NA	NA
Tn6372	NA	NA	NA
Tn6373	NA	NA	NA
Tn6374	NA	NA	NA
Tn6375	NA	NA	NA
Tn6376	NA	NA	NA
Tn6377	NA	NA	NA
Tn6378	NA	NA	NA
Tn6379	NA	NA	NA
Tn6380	NA	NA	NA
Tn6381	NA	NA	NA
Tn6382	NA	NA	NA
Tn6383	NA	NA	NA
Tn6384	NA	NA	NA
Tn6385	NA	NA	NA
Tn6386	NA	NA	NA
Tn6387	NA	NA	NA
Tn6388	NA	NA	NA
Tn6389	NA	NA	NA
Tn6390	NA	NA	NA
Tn6391	NA	NA	NA
Tn6392	NA	NA	NA
Tn6393	NA	NA	NA
Tn6394	NA	NA	NA
Tn6395	NA	NA	NA
Tn6396	NA	NA	NA
Tn6397	NA	NA	NA
Tn6398	NA	NA	NA
Tn6399	NA	NA	NA
Tn6400	NA	NA	NA
Tn6401	NA	NA	NA
Tn6402	NA	NA	NA
Tn6403	NA	NA	NA
Tn6404	NA	NA	NA
Tn6405	NA	NA	NA
Tn6406	NA	NA	NA
Tn6410	NA	Tn4453b is a chloramphenicol resistance transposon similar to Tn4451. The chloramphenicol resistance is mediated by catD gene. It was detected in Clostridium difficile. The Tn4453b was found to be co-existed with another transposon, Tn4453a in C. difficile.	Lyras, D., Storie, C., Huggins, A. S., Crellin, P. K., Bannam, T. L., & Rood, J. I. (1998). Chloramphenicol resistance in Clostridium difficile is encoded on Tn4453 transposons that are closely related to Tn4451 from Clostridium perfringens. Antimicrobial Agents and Chemotherapy, 42(7), 1563-1567. PMCID: PMC105645
Tn6411	NA	NA	NA
Tn6412	NA	NA	NA
Tn6413	NA	NA	NA
Tn6414	NA	NA	NA
Tn6415	NA	NA	NA
Tn6416	NA	NA	NA
Tn6417	NA	NA	NA
Tn6418	NA	NA	NA
Tn6419	NA	NA	NA
Tn6420	NA	NA	NA
Tn6421	NA	NA	NA
Tn6422	NA	NA	NA
Tn6423	NA	NA	NA
Tn6424	NA	NA	NA
Tn6425	NA	NA	NA
Tn6426	NA	NA	NA
Tn6427	NA	NA	NA
Tn6428	NA	NA	NA
Tn6429	NA	NA	NA
Tn6430	NA	NA	NA
Tn6431	NA	NA	NA
Tn6432	NA	NA	NA
Tn6433	NA	NA	NA
Tn6434	NA	NA	NA
Tn6435	NA	NA	NA
Tn6436	NA	NA	NA
Tn6437	NA	NA	NA
Tn6438	NA	NA	NA
Tn6439	NA	NA	NA
Tn6440	NA	NA	NA
Tn6441	NA	NA	NA
Tn6442	NA	NA	NA
Tn6443	NA	NA	NA
Tn6444	NA	NA	NA
Tn6445	NA	NA	NA
Tn6446	NA	NA	NA
Tn6447	NA	NA	NA
Tn6448	NA	NA	NA
Tn6449	NA	NA	NA
Tn6450	NA	NA	NA
Tn6451	NA	NA	NA
Tn6452	NA	NA	NA
Tn6454	NA	NA	NA
Tn6455	NA	NA	NA
Tn6456	NA	NA	NA
Tn6457	NA	NA	NA
Tn6458	NA	NA	NA
Tn6459	NA	NA	NA
Tn6460	NA	NA	NA
Tn6461	NA	NA	NA
Tn6462	NA	NA	NA
Tn6463	NA	NA	NA
Tn6464	NA	NA	NA
Tn6465	NA	NA	NA
Tn6466	NA	NA	NA
Tn6467	NA	NA	NA
Tn6468	NA	NA	NA
Tn6469	NA	NA	NA
Tn6470	NA	NA	NA
Tn6471	NA	NA	NA
Tn6472	NA	NA	NA
Tn6473	NA	NA	NA
Tn6474	NA	NA	NA
Tn6475	NA	NA	NA
Tn6476	NA	NA	NA
Tn6477	NA	NA	NA
Tn6478	NA	NA	NA
Tn6479	NA	NA	NA
Tn6480	NA	NA	NA
Tn6481	NA	NA	NA
Tn6482	NA	NA	NA
Tn6483	NA	NA	NA
Tn6484	NA	NA	NA
Tn6485	NA	NA	NA
Tn6486	NA	NA	NA
Tn6487	NA	NA	NA
Tn6488	NA	NA	NA
Tn6489	NA	NA	NA
Tn6490	NA	NA	NA
Tn6491	NA	NA	NA
Tn6492	NA	NA	NA
Tn6493	NA	NA	NA
Tn6494	NA	NA	NA
Tn6495	NA	NA	NA
Tn6496	NA	NA	NA
Tn6497	NA	NA	NA
Tn6498	NA	NA	NA
Tn6499	NA	NA	NA
Tn6500	NA	NA	NA
Tn6501	NA	NA	NA
Tn6502	NA	NA	NA
Tn6503	NA	NA	NA
Tn6504	NA	NA	NA
Tn6505	NA	NA	NA
Tn6506	NA	NA	NA
Tn6507	NA	NA	NA
Tn6508	NA	NA	NA
Tn6509	NA	NA	NA
Tn6510	NA	NA	NA
Tn6511	NA	NA	NA
Tn6512	NA	NA	NA
Tn6513	NA	NA	NA
Tn6514	NA	NA	NA
Tn6515	NA	NA	NA
Tn6516	NA	NA	NA
Tn6517	NA	NA	NA
Tn6518	NA	NA	NA
Tn6519	NA	NA	NA
Tn6520	NA	NA	NA
Tn6521	NA	NA	NA
Tn6522	NA	NA	NA
Tn6523	NA	NA	NA
Tn6524	NA	NA	NA
Tn6525	NA	NA	NA
Tn6526	NA	NA	NA
Tn6527	NA	NA	NA
Tn6528	NA	NA	NA
Tn6529	NA	NA	NA
Tn6530	NA	NA	NA
Tn6531	NA	NA	NA
Tn6532	NA	NA	NA
Tn6533	NA	NA	NA
Tn6534	NA	NA	NA
Tn6535	NA	NA	NA
Tn6536	NA	NA	NA
Tn6537	NA	NA	NA
Tn6538	NA	NA	NA
Tn6539	KJ772290	Tn6539 is a 7275bp composite transposon flanked by two IS26 elements in opposite orientations which contains a conserved genetic fragment △orf13-lp-tet(M) and part sequence of Tn1000. Tn6539 is present in IncHI2-type conjugative plasmids which confer the host resistance to tetracycline, oxytetracycline and doxycycline.	Identification of an IS26-flanked composite transposon Tn6539 carrying the tet(M) gene in IncHI2-type conjugative plasmids from Escherichia coli Isolates in China
Tn6540	NA	NA	NA
Tn1207.1	AF227520	Tn1207.1 is a 7244 bp transposon, isolated from a clinical isolate of Streptococcus pneumoniae. It contains 8 open reading frames, which two of them were macrolide resistance genes, mef(A) and msr(SA). orf6, orf7, and orf8 are homologous to 3 ORFs of conjugative transposon Tn5252.	Santagati M, et al. (2000). Characterization of a Genetic Element Carrying the Macrolide Efflux Gene mef(A) in Streptococcus pneumoniae. Antimicrobial Agents and Chemotherapy, 44(9), 2585–2587. doi: 10.1128/AAC.44.9.2585-2587.2000
Tn2555.1	AY485150	Tn2555.1 is a 14.2-kb transposon containing three IS26 elements. Two of the IS26 elements are flanking genes for sucrose metabolism (scr genes), which are including scrK (encoding ATP-dependent fructokinase), scrYAB (encoding enzymes for phosphotransferase system (PTS)-dependent sucrose fermentation pathway) and scrR (repressor) genes.	Doroshenko, V. G. and V. A. Livshits (2004). Structure and mode of transposition of Tn2555 carrying sucrose utilization genes. FEMS Microbiol Lett 233(2): 353-359. DOI: 10.1016/j.femsle.2004.03.016
Tn2555.3	AY485150	Tn2555.3 is a variant of Tn2555 with the size of 14.2-kb. It contains genes for sucrose metabolism flanked by invert repeated IS26 elements same as Tn2555.1, but the genes are oriented in opposite direction.	Doroshenko, V. G. and V. A. Livshits (2004). Structure and mode of transposition of Tn2555 carrying sucrose utilization genes. FEMS Microbiol Lett 233(2): 353-359. DOI: 10.1016/j.femsle.2004.03.016
Tn4453a	AF226276.1	Tn4453a is a chloramphenicol resistance transposon similar to Tn4451. The chloramphenicol resistance is mediated by catD gene. It was detected in Clostridium difficile. The Tn4453a was found to be co-existed with another transposon, Tn4453b in C. difficile.	Lyras, D., Storie, C., Huggins, A. S., Crellin, P. K., Bannam, T. L., & Rood, J. I. (1998). Chloramphenicol resistance in Clostridium difficile is encoded on Tn4453 transposons that are closely related to Tn4451 from Clostridium perfringens. Antimicrobial Agents and Chemotherapy, 42(7), 1563-1567. DOI: PMCID: PMC105645
